TF_ID	Gene_ID	Family
PanWU01x14_266800.1	PanWU01x14_266800	NAC
PanWU01x14_267250.1	PanWU01x14_267250	NF-YB
PanWU01x14_268230.1	PanWU01x14_268230	bZIP
PanWU01x14_268740.1	PanWU01x14_268740	GATA
PanWU01x14_269480.1	PanWU01x14_269480	Trihelix
PanWU01x14_271390.1	PanWU01x14_271390	FAR1
PanWU01x14_271840.1	PanWU01x14_271840	TCP
PanWU01x14_273540.1	PanWU01x14_273540	bZIP
PanWU01x14_274630.1	PanWU01x14_274630	LBD
PanWU01x14_274860.1	PanWU01x14_274860	GRAS
PanWU01x14_274890.1	PanWU01x14_274890	WRKY
PanWU01x14_275580.1	PanWU01x14_275580	SBP
PanWU01x14_275890.1	PanWU01x14_275890	bHLH
PanWU01x14_276720.1	PanWU01x14_276720	Trihelix
PanWU01x14_276930.1	PanWU01x14_276930	BES1
PanWU01x14_277710.1	PanWU01x14_277710	bHLH
PanWU01x14_277840.1	PanWU01x14_277840	bHLH
PanWU01x14_278150.1	PanWU01x14_278150	GRAS
PanWU01x14_278380.1	PanWU01x14_278380	bHLH
PanWU01x14_278830.1	PanWU01x14_278830	bZIP
PanWU01x14_279000.1	PanWU01x14_279000	bHLH
PanWU01x14_279820.1	PanWU01x14_279820	bHLH
PanWU01x14_279980.1	PanWU01x14_279980	NAC
PanWU01x14_280110.1	PanWU01x14_280110	bHLH
PanWU01x14_281450.1	PanWU01x14_281450	GRAS
PanWU01x14_281560.1	PanWU01x14_281560	bHLH
PanWU01x14_282040.1	PanWU01x14_282040	bZIP
PanWU01x14_282240.1	PanWU01x14_282240	LBD
PanWU01x14_284830.1	PanWU01x14_284830	NF-YA
PanWU01x14_285470.1	PanWU01x14_285470	TCP
PanWU01x14_285580.1	PanWU01x14_285580	bZIP
PanWU01x14_285630.1	PanWU01x14_285630	LBD
PanWU01x14_285710.1	PanWU01x14_285710	WRKY
PanWU01x14_286240.1	PanWU01x14_286240	LBD
PanWU01x14_286920.1	PanWU01x14_286920	WRKY
PanWU01x14_288530.1	PanWU01x14_288530	LBD
PanWU01x14_289240.1	PanWU01x14_289240	E2F/DP
PanWU01x14_289400.1	PanWU01x14_289400	VOZ
PanWU01x14_289550.1	PanWU01x14_289550	bHLH
PanWU01x14_289940.1	PanWU01x14_289940	bZIP
PanWU01x14_290070.1	PanWU01x14_290070	GRAS
PanWU01x14_290190.1	PanWU01x14_290190	bHLH
PanWU01x14_290220.1	PanWU01x14_290220	LBD
PanWU01x14_290380.1	PanWU01x14_290380	Dof
PanWU01x14_291230.1	PanWU01x14_291230	TCP
PanWU01x14_293330.1	PanWU01x14_293330	Dof
PanWU01x14_293950.1	PanWU01x14_293950	ZF-HD
PanWU01x14_294950.1	PanWU01x14_294950	FAR1
PanWU01x14_295370.1	PanWU01x14_295370	GRAS
PanWU01x14_295830.1	PanWU01x14_295830	Trihelix
PanWU01x14_297860.1	PanWU01x14_297860	GATA
PanWU01x14_298190.1	PanWU01x14_298190	bZIP
PanWU01x14_298930.1	PanWU01x14_298930	bHLH
PanWU01x14_299500.1	PanWU01x14_299500	NAC
PanWU01x14_300260.1	PanWU01x14_300260	SBP
PanWU01x14_300450.1	PanWU01x14_300450	LBD
PanWU01x14_300920.1	PanWU01x14_300920	bHLH
PanWU01x14_301560.1	PanWU01x14_301560	WRKY
PanWU01x14_301580.1	PanWU01x14_301580	WRKY
PanWU01x14_302060.1	PanWU01x14_302060	GRAS
PanWU01x14_302260.1	PanWU01x14_302260	HSF
PanWU01x14_304410.1	PanWU01x14_304410	LBD
PanWU01x14_306340.1	PanWU01x14_306340	WRKY
PanWU01x14_307030.1	PanWU01x14_307030	ZF-HD
PanWU01x14_307050.1	PanWU01x14_307050	ZF-HD
PanWU01x14_308080.1	PanWU01x14_308080	bZIP
PanWU01x14_308320.1	PanWU01x14_308320	NAC
PanWU01x14_309270.1	PanWU01x14_309270	bHLH
PanWU01x14_309910.1	PanWU01x14_309910	bHLH
PanWU01x14_310800.1	PanWU01x14_310800	FAR1
PanWU01x14_310960.1	PanWU01x14_310960	bHLH
PanWU01x14_310980.1	PanWU01x14_310980	bHLH
PanWU01x14_311390.1	PanWU01x14_311390	E2F/DP
PanWU01x14_311400.1	PanWU01x14_311400	Dof
PanWU01x14_311730.1	PanWU01x14_311730	WRKY
PanWU01x14_313040.1	PanWU01x14_313040	bHLH
PanWU01x14_313260.1	PanWU01x14_313260	NZZ/SPL
PanWU01x14_313660.1	PanWU01x14_313660	LBD
PanWU01x14_316030.1	PanWU01x14_316030	WRKY
PanWU01x14_316250.1	PanWU01x14_316250	bHLH
PanWU01x14_316570.1	PanWU01x14_316570	TCP
PanWU01x14_316780.1	PanWU01x14_316780	Dof
PanWU01x14_316790.1	PanWU01x14_316790	Dof
PanWU01x14_316820.1	PanWU01x14_316820	SBP
PanWU01x14_317780.1	PanWU01x14_317780	NAC
PanWU01x14_318390.1	PanWU01x14_318390	bZIP
PanWU01x14_318800.1	PanWU01x14_318800	NAC
PanWU01x14_319410.1	PanWU01x14_319410	NF-X1
PanWU01x14_319490.1	PanWU01x14_319490	bHLH
PanWU01x14_319830.1	PanWU01x14_319830	NF-YB
PanWU01x14_321630.1	PanWU01x14_321630	CPP
PanWU01x14_324090.1	PanWU01x14_324090	bZIP
PanWU01x14_324150.1	PanWU01x14_324150	BBR-BPC
PanWU01x14_324950.1	PanWU01x14_324950	NAC
PanWU01x14_325670.1	PanWU01x14_325670	Dof
PanWU01x14_325730.1	PanWU01x14_325730	Dof
PanWU01x14_327040.1	PanWU01x14_327040	NAC
PanWU01x14_327140.1	PanWU01x14_327140	NF-YB
PanWU01x14_327660.1	PanWU01x14_327660	GRAS
PanWU01x14_327970.1	PanWU01x14_327970	bHLH
PanWU01x14_328330.1	PanWU01x14_328330	NAC
PanWU01x14_328880.1	PanWU01x14_328880	NAC
PanWU01x14_329000.1	PanWU01x14_329000	HSF
PanWU01x14_329130.1	PanWU01x14_329130	Trihelix
PanWU01x14_329240.1	PanWU01x14_329240	bZIP
PanWU01x14_330300.1	PanWU01x14_330300	ZF-HD
PanWU01x14_330470.1	PanWU01x14_330470	bZIP
PanWU01x14_331710.1	PanWU01x14_331710	Trihelix
PanWU01x14_332540.1	PanWU01x14_332540	bHLH
PanWU01x14_333130.1	PanWU01x14_333130	bHLH
PanWU01x14_333160.1	PanWU01x14_333160	bHLH
PanWU01x14_333800.1	PanWU01x14_333800	Dof
PanWU01x14_334190.1	PanWU01x14_334190	GRAS
PanWU01x14_334470.1	PanWU01x14_334470	NAC
PanWU01x14_334490.1	PanWU01x14_334490	NAC
PanWU01x14_335340.1	PanWU01x14_335340	HSF
PanWU01x14_335650.1	PanWU01x14_335650	bHLH
PanWU01x14_336510.1	PanWU01x14_336510	WRKY
PanWU01x14_336880.1	PanWU01x14_336880	bHLH
PanWU01x14_337090.1	PanWU01x14_337090	WRKY
PanWU01x14_337430.1	PanWU01x14_337430	S1Fa-like
PanWU01x14_338350.1	PanWU01x14_338350	Dof
PanWU01x14_338620.1	PanWU01x14_338620	GRAS
PanWU01x14_338960.1	PanWU01x14_338960	WRKY
PanWU01x14_340180.1	PanWU01x14_340180	bZIP
PanWU01x14_340330.1	PanWU01x14_340330	Nin-like
PanWU01x14_340700.1	PanWU01x14_340700	NAC
PanWU01x14_340720.1	PanWU01x14_340720	Whirly
PanWU01x14_341040.1	PanWU01x14_341040	SBP
PanWU01x14_342060.1	PanWU01x14_342060	GeBP
PanWU01x14_342380.1	PanWU01x14_342380	WRKY
PanWU01x14_342540.1	PanWU01x14_342540	GeBP
PanWU01x14_343100.1	PanWU01x14_343100	LBD
PanWU01x14_343290.1	PanWU01x14_343290	Dof
PanWU01x14_343390.1	PanWU01x14_343390	ZF-HD
PanWU01x14_344680.1	PanWU01x14_344680	LBD
PanWU01x14_344840.1	PanWU01x14_344840	GeBP
PanWU01x14_345320.1	PanWU01x14_345320	FAR1
PanWU01x14_345730.1	PanWU01x14_345730	SBP
PanWU01x14_345810.1	PanWU01x14_345810	bZIP
PanWU01x14_346310.1	PanWU01x14_346310	Trihelix
PanWU01x14_349030.1	PanWU01x14_349030	WRKY
PanWU01x14_349950.1	PanWU01x14_349950	NAC
PanWU01x14_350070.1	PanWU01x14_350070	BES1
PanWU01x14_351750.1	PanWU01x14_351750	GeBP
PanWU01x14_351760.1	PanWU01x14_351760	GeBP
PanWU01x14_352560.1	PanWU01x14_352560	ZF-HD
PanWU01x14_352620.1	PanWU01x14_352620	bHLH
PanWU01x14_353850.1	PanWU01x14_353850	GRAS
PanWU01x14_355010.1	PanWU01x14_355010	NAC
PanWU01x14_355420.1	PanWU01x14_355420	NAC
PanWU01x14_355860.1	PanWU01x14_355860	NAC
PanWU01x14_356080.1	PanWU01x14_356080	bHLH
PanWU01x14_356840.1	PanWU01x14_356840	NF-YB
PanWU01x14_356950.1	PanWU01x14_356950	NF-YB
PanWU01x14_358560.1	PanWU01x14_358560	GRAS
PanWU01x14_359910.1	PanWU01x14_359910	Dof
PanWU01x14_366780.1	PanWU01x14_366780	CPP
PanWU01x14_370700.1	PanWU01x14_370700	Nin-like
PanWU01x14_031120.1	PanWU01x14_031120	ARF
PanWU01x14_031140.1	PanWU01x14_031140	ARF
PanWU01x14_064810.1	PanWU01x14_064810	ARF
PanWU01x14_077880.1	PanWU01x14_077880	ARF
PanWU01x14_090270.1	PanWU01x14_090270	ARF
PanWU01x14_104070.1	PanWU01x14_104070	ARF
PanWU01x14_108590.1	PanWU01x14_108590	ARF
PanWU01x14_112590.1	PanWU01x14_112590	ARF
PanWU01x14_176060.1	PanWU01x14_176060	ARF
PanWU01x14_181270.1	PanWU01x14_181270	ARF
PanWU01x14_208140.1	PanWU01x14_208140	ARF
PanWU01x14_213410.1	PanWU01x14_213410	ARF
PanWU01x14_224860.1	PanWU01x14_224860	ARF
PanWU01x14_249740.1	PanWU01x14_249740	ARF
PanWU01x14_291970.1	PanWU01x14_291970	ARF
PanWU01x14_337390.1	PanWU01x14_337390	ARF
PanWU01x14_346130.1	PanWU01x14_346130	ARF
PanWU01x14_024090.1	PanWU01x14_024090	B3
PanWU01x14_063460.1	PanWU01x14_063460	B3
PanWU01x14_070230.1	PanWU01x14_070230	B3
PanWU01x14_072260.1	PanWU01x14_072260	B3
PanWU01x14_076720.1	PanWU01x14_076720	B3
PanWU01x14_082980.1	PanWU01x14_082980	B3
PanWU01x14_082990.1	PanWU01x14_082990	B3
PanWU01x14_091400.1	PanWU01x14_091400	B3
PanWU01x14_091420.1	PanWU01x14_091420	B3
PanWU01x14_091790.1	PanWU01x14_091790	B3
PanWU01x14_129090.1	PanWU01x14_129090	B3
PanWU01x14_138450.1	PanWU01x14_138450	B3
PanWU01x14_138470.1	PanWU01x14_138470	B3
PanWU01x14_153950.1	PanWU01x14_153950	B3
PanWU01x14_153960.1	PanWU01x14_153960	B3
PanWU01x14_153970.1	PanWU01x14_153970	B3
PanWU01x14_153980.1	PanWU01x14_153980	B3
PanWU01x14_177120.1	PanWU01x14_177120	B3
PanWU01x14_186640.1	PanWU01x14_186640	B3
PanWU01x14_197740.1	PanWU01x14_197740	B3
PanWU01x14_197750.1	PanWU01x14_197750	B3
PanWU01x14_197760.1	PanWU01x14_197760	B3
PanWU01x14_197770.1	PanWU01x14_197770	B3
PanWU01x14_197800.1	PanWU01x14_197800	B3
PanWU01x14_197810.1	PanWU01x14_197810	B3
PanWU01x14_197840.1	PanWU01x14_197840	B3
PanWU01x14_197850.1	PanWU01x14_197850	B3
PanWU01x14_197860.1	PanWU01x14_197860	B3
PanWU01x14_197870.1	PanWU01x14_197870	B3
PanWU01x14_197900.1	PanWU01x14_197900	B3
PanWU01x14_197920.1	PanWU01x14_197920	B3
PanWU01x14_197940.1	PanWU01x14_197940	B3
PanWU01x14_197950.1	PanWU01x14_197950	B3
PanWU01x14_197960.1	PanWU01x14_197960	B3
PanWU01x14_197970.1	PanWU01x14_197970	B3
PanWU01x14_197980.1	PanWU01x14_197980	B3
PanWU01x14_204000.1	PanWU01x14_204000	B3
PanWU01x14_207230.1	PanWU01x14_207230	B3
PanWU01x14_213270.1	PanWU01x14_213270	B3
PanWU01x14_215190.1	PanWU01x14_215190	B3
PanWU01x14_216610.1	PanWU01x14_216610	B3
PanWU01x14_218310.1	PanWU01x14_218310	B3
PanWU01x14_218370.1	PanWU01x14_218370	B3
PanWU01x14_230310.1	PanWU01x14_230310	B3
PanWU01x14_257530.1	PanWU01x14_257530	B3
PanWU01x14_300070.1	PanWU01x14_300070	B3
PanWU01x14_302380.1	PanWU01x14_302380	B3
PanWU01x14_303770.1	PanWU01x14_303770	B3
PanWU01x14_312120.1	PanWU01x14_312120	B3
PanWU01x14_312130.1	PanWU01x14_312130	B3
PanWU01x14_316750.1	PanWU01x14_316750	B3
PanWU01x14_317860.1	PanWU01x14_317860	B3
PanWU01x14_318460.1	PanWU01x14_318460	B3
PanWU01x14_338780.1	PanWU01x14_338780	B3
PanWU01x14_038740.1	PanWU01x14_038740	AP2
PanWU01x14_080670.1	PanWU01x14_080670	AP2
PanWU01x14_085480.1	PanWU01x14_085480	AP2
PanWU01x14_103070.1	PanWU01x14_103070	AP2
PanWU01x14_115750.1	PanWU01x14_115750	AP2
PanWU01x14_138910.1	PanWU01x14_138910	AP2
PanWU01x14_148960.1	PanWU01x14_148960	AP2
PanWU01x14_157580.1	PanWU01x14_157580	AP2
PanWU01x14_162240.1	PanWU01x14_162240	AP2
PanWU01x14_267140.1	PanWU01x14_267140	AP2
PanWU01x14_277540.1	PanWU01x14_277540	AP2
PanWU01x14_298310.1	PanWU01x14_298310	AP2
PanWU01x14_336460.1	PanWU01x14_336460	AP2
PanWU01x14_361080.1	PanWU01x14_361080	AP2
PanWU01x14_369300.1	PanWU01x14_369300	AP2
PanWU01x14_356800.1	PanWU01x14_356800	AP2
PanWU01x14_007570.1	PanWU01x14_007570	ERF
PanWU01x14_011110.1	PanWU01x14_011110	ERF
PanWU01x14_015020.1	PanWU01x14_015020	ERF
PanWU01x14_016060.1	PanWU01x14_016060	ERF
PanWU01x14_018490.1	PanWU01x14_018490	ERF
PanWU01x14_022790.1	PanWU01x14_022790	ERF
PanWU01x14_022800.1	PanWU01x14_022800	ERF
PanWU01x14_049390.1	PanWU01x14_049390	ERF
PanWU01x14_059780.1	PanWU01x14_059780	ERF
PanWU01x14_063340.1	PanWU01x14_063340	ERF
PanWU01x14_072270.1	PanWU01x14_072270	ERF
PanWU01x14_083770.1	PanWU01x14_083770	ERF
PanWU01x14_083780.1	PanWU01x14_083780	ERF
PanWU01x14_091220.1	PanWU01x14_091220	ERF
PanWU01x14_096580.1	PanWU01x14_096580	ERF
PanWU01x14_096590.1	PanWU01x14_096590	ERF
PanWU01x14_099760.1	PanWU01x14_099760	ERF
PanWU01x14_103860.1	PanWU01x14_103860	ERF
PanWU01x14_112540.1	PanWU01x14_112540	ERF
PanWU01x14_112560.1	PanWU01x14_112560	ERF
PanWU01x14_119570.1	PanWU01x14_119570	ERF
PanWU01x14_122890.1	PanWU01x14_122890	ERF
PanWU01x14_122910.1	PanWU01x14_122910	ERF
PanWU01x14_122930.1	PanWU01x14_122930	ERF
PanWU01x14_122960.1	PanWU01x14_122960	ERF
PanWU01x14_125610.1	PanWU01x14_125610	ERF
PanWU01x14_126460.1	PanWU01x14_126460	ERF
PanWU01x14_133400.1	PanWU01x14_133400	ERF
PanWU01x14_137280.1	PanWU01x14_137280	ERF
PanWU01x14_137290.1	PanWU01x14_137290	ERF
PanWU01x14_137300.1	PanWU01x14_137300	ERF
PanWU01x14_137320.1	PanWU01x14_137320	ERF
PanWU01x14_137330.1	PanWU01x14_137330	ERF
PanWU01x14_139440.1	PanWU01x14_139440	ERF
PanWU01x14_141620.1	PanWU01x14_141620	ERF
PanWU01x14_145080.1	PanWU01x14_145080	ERF
PanWU01x14_149800.1	PanWU01x14_149800	ERF
PanWU01x14_149810.1	PanWU01x14_149810	ERF
PanWU01x14_149900.1	PanWU01x14_149900	ERF
PanWU01x14_157390.1	PanWU01x14_157390	ERF
PanWU01x14_168850.1	PanWU01x14_168850	ERF
PanWU01x14_174160.1	PanWU01x14_174160	ERF
PanWU01x14_174180.1	PanWU01x14_174180	ERF
PanWU01x14_177600.1	PanWU01x14_177600	ERF
PanWU01x14_187720.1	PanWU01x14_187720	ERF
PanWU01x14_191190.1	PanWU01x14_191190	ERF
PanWU01x14_192990.1	PanWU01x14_192990	ERF
PanWU01x14_195450.1	PanWU01x14_195450	ERF
PanWU01x14_197240.1	PanWU01x14_197240	ERF
PanWU01x14_203860.1	PanWU01x14_203860	ERF
PanWU01x14_203870.1	PanWU01x14_203870	ERF
PanWU01x14_203880.1	PanWU01x14_203880	ERF
PanWU01x14_207440.1	PanWU01x14_207440	ERF
PanWU01x14_212530.1	PanWU01x14_212530	ERF
PanWU01x14_214640.1	PanWU01x14_214640	ERF
PanWU01x14_219370.1	PanWU01x14_219370	ERF
PanWU01x14_219380.1	PanWU01x14_219380	ERF
PanWU01x14_219390.1	PanWU01x14_219390	ERF
PanWU01x14_219480.1	PanWU01x14_219480	ERF
PanWU01x14_225230.1	PanWU01x14_225230	ERF
PanWU01x14_232360.1	PanWU01x14_232360	ERF
PanWU01x14_241820.1	PanWU01x14_241820	ERF
PanWU01x14_254890.1	PanWU01x14_254890	ERF
PanWU01x14_260600.1	PanWU01x14_260600	ERF
PanWU01x14_261360.1	PanWU01x14_261360	ERF
PanWU01x14_268170.1	PanWU01x14_268170	ERF
PanWU01x14_272060.1	PanWU01x14_272060	ERF
PanWU01x14_274580.1	PanWU01x14_274580	ERF
PanWU01x14_276360.1	PanWU01x14_276360	ERF
PanWU01x14_277500.1	PanWU01x14_277500	ERF
PanWU01x14_281300.1	PanWU01x14_281300	ERF
PanWU01x14_295400.1	PanWU01x14_295400	ERF
PanWU01x14_296620.1	PanWU01x14_296620	ERF
PanWU01x14_302310.1	PanWU01x14_302310	ERF
PanWU01x14_305690.1	PanWU01x14_305690	ERF
PanWU01x14_306220.1	PanWU01x14_306220	ERF
PanWU01x14_308920.1	PanWU01x14_308920	ERF
PanWU01x14_315260.1	PanWU01x14_315260	ERF
PanWU01x14_316010.1	PanWU01x14_316010	ERF
PanWU01x14_316920.1	PanWU01x14_316920	ERF
PanWU01x14_316960.1	PanWU01x14_316960	ERF
PanWU01x14_324000.1	PanWU01x14_324000	ERF
PanWU01x14_328060.1	PanWU01x14_328060	ERF
PanWU01x14_329150.1	PanWU01x14_329150	ERF
PanWU01x14_329760.1	PanWU01x14_329760	ERF
PanWU01x14_331510.1	PanWU01x14_331510	ERF
PanWU01x14_334270.1	PanWU01x14_334270	ERF
PanWU01x14_335810.1	PanWU01x14_335810	ERF
PanWU01x14_341140.1	PanWU01x14_341140	ERF
PanWU01x14_342170.1	PanWU01x14_342170	ERF
PanWU01x14_346820.1	PanWU01x14_346820	ERF
PanWU01x14_352990.1	PanWU01x14_352990	ERF
PanWU01x14_359290.1	PanWU01x14_359290	ERF
PanWU01x14_363550.1	PanWU01x14_363550	ERF
PanWU01x14_364670.1	PanWU01x14_364670	ERF
PanWU01x14_369920.1	PanWU01x14_369920	ERF
PanWU01x14_370110.1	PanWU01x14_370110	ERF
PanWU01x14_003360.1	PanWU01x14_003360	DBB
PanWU01x14_073610.1	PanWU01x14_073610	DBB
PanWU01x14_086110.1	PanWU01x14_086110	DBB
PanWU01x14_127480.1	PanWU01x14_127480	DBB
PanWU01x14_212360.1	PanWU01x14_212360	DBB
PanWU01x14_213090.1	PanWU01x14_213090	DBB
PanWU01x14_240580.1	PanWU01x14_240580	DBB
PanWU01x14_018620.1	PanWU01x14_018620	CO-like
PanWU01x14_060040.1	PanWU01x14_060040	CO-like
PanWU01x14_093880.1	PanWU01x14_093880	CO-like
PanWU01x14_169570.1	PanWU01x14_169570	CO-like
PanWU01x14_175860.1	PanWU01x14_175860	CO-like
PanWU01x14_243730.1	PanWU01x14_243730	CO-like
PanWU01x14_268380.1	PanWU01x14_268380	CO-like
PanWU01x14_274600.1	PanWU01x14_274600	CO-like
PanWU01x14_056530.1	PanWU01x14_056530	ARR-B
PanWU01x14_141890.1	PanWU01x14_141890	ARR-B
PanWU01x14_209650.1	PanWU01x14_209650	ARR-B
PanWU01x14_255210.1	PanWU01x14_255210	ARR-B
PanWU01x14_283070.1	PanWU01x14_283070	ARR-B
PanWU01x14_296810.1	PanWU01x14_296810	ARR-B
PanWU01x14_315160.1	PanWU01x14_315160	ARR-B
PanWU01x14_346990.1	PanWU01x14_346990	ARR-B
PanWU01x14_013020.1	PanWU01x14_013020	G2-like
PanWU01x14_013840.1	PanWU01x14_013840	G2-like
PanWU01x14_030230.1	PanWU01x14_030230	G2-like
PanWU01x14_042210.1	PanWU01x14_042210	G2-like
PanWU01x14_047190.1	PanWU01x14_047190	G2-like
PanWU01x14_083030.1	PanWU01x14_083030	G2-like
PanWU01x14_101900.1	PanWU01x14_101900	G2-like
PanWU01x14_128870.1	PanWU01x14_128870	G2-like
PanWU01x14_155850.1	PanWU01x14_155850	G2-like
PanWU01x14_158660.1	PanWU01x14_158660	G2-like
PanWU01x14_166940.1	PanWU01x14_166940	G2-like
PanWU01x14_167240.1	PanWU01x14_167240	G2-like
PanWU01x14_172340.1	PanWU01x14_172340	G2-like
PanWU01x14_172350.1	PanWU01x14_172350	G2-like
PanWU01x14_188150.1	PanWU01x14_188150	G2-like
PanWU01x14_209520.1	PanWU01x14_209520	G2-like
PanWU01x14_210620.1	PanWU01x14_210620	G2-like
PanWU01x14_210630.1	PanWU01x14_210630	G2-like
PanWU01x14_211950.1	PanWU01x14_211950	G2-like
PanWU01x14_216280.1	PanWU01x14_216280	G2-like
PanWU01x14_218570.1	PanWU01x14_218570	G2-like
PanWU01x14_220970.1	PanWU01x14_220970	G2-like
PanWU01x14_231780.1	PanWU01x14_231780	G2-like
PanWU01x14_266880.1	PanWU01x14_266880	G2-like
PanWU01x14_267460.1	PanWU01x14_267460	G2-like
PanWU01x14_271030.1	PanWU01x14_271030	G2-like
PanWU01x14_276530.1	PanWU01x14_276530	G2-like
PanWU01x14_278290.1	PanWU01x14_278290	G2-like
PanWU01x14_281500.1	PanWU01x14_281500	G2-like
PanWU01x14_286720.1	PanWU01x14_286720	G2-like
PanWU01x14_303290.1	PanWU01x14_303290	G2-like
PanWU01x14_327350.1	PanWU01x14_327350	G2-like
PanWU01x14_339550.1	PanWU01x14_339550	G2-like
PanWU01x14_343120.1	PanWU01x14_343120	G2-like
PanWU01x14_360490.1	PanWU01x14_360490	G2-like
PanWU01x14_371750.1	PanWU01x14_371750	G2-like
PanWU01x14_009650.1	PanWU01x14_009650	MIKC_MADS
PanWU01x14_009670.1	PanWU01x14_009670	MIKC_MADS
PanWU01x14_028900.1	PanWU01x14_028900	MIKC_MADS
PanWU01x14_051500.1	PanWU01x14_051500	MIKC_MADS
PanWU01x14_069720.1	PanWU01x14_069720	MIKC_MADS
PanWU01x14_073350.1	PanWU01x14_073350	MIKC_MADS
PanWU01x14_084110.1	PanWU01x14_084110	MIKC_MADS
PanWU01x14_084160.1	PanWU01x14_084160	MIKC_MADS
PanWU01x14_088570.1	PanWU01x14_088570	MIKC_MADS
PanWU01x14_139930.1	PanWU01x14_139930	MIKC_MADS
PanWU01x14_154690.1	PanWU01x14_154690	MIKC_MADS
PanWU01x14_173880.1	PanWU01x14_173880	MIKC_MADS
PanWU01x14_193860.1	PanWU01x14_193860	MIKC_MADS
PanWU01x14_198940.1	PanWU01x14_198940	MIKC_MADS
PanWU01x14_212400.1	PanWU01x14_212400	MIKC_MADS
PanWU01x14_227720.1	PanWU01x14_227720	MIKC_MADS
PanWU01x14_232600.1	PanWU01x14_232600	MIKC_MADS
PanWU01x14_251890.1	PanWU01x14_251890	MIKC_MADS
PanWU01x14_259980.1	PanWU01x14_259980	MIKC_MADS
PanWU01x14_278200.1	PanWU01x14_278200	MIKC_MADS
PanWU01x14_291110.1	PanWU01x14_291110	MIKC_MADS
PanWU01x14_291130.1	PanWU01x14_291130	MIKC_MADS
PanWU01x14_307440.1	PanWU01x14_307440	MIKC_MADS
PanWU01x14_309020.1	PanWU01x14_309020	MIKC_MADS
PanWU01x14_309830.1	PanWU01x14_309830	MIKC_MADS
PanWU01x14_319690.1	PanWU01x14_319690	MIKC_MADS
PanWU01x14_319700.1	PanWU01x14_319700	MIKC_MADS
PanWU01x14_348810.1	PanWU01x14_348810	MIKC_MADS
PanWU01x14_357620.1	PanWU01x14_357620	MIKC_MADS
PanWU01x14_358240.1	PanWU01x14_358240	MIKC_MADS
PanWU01x14_026490.1	PanWU01x14_026490	M-type_MADS
PanWU01x14_026570.1	PanWU01x14_026570	M-type_MADS
PanWU01x14_026610.1	PanWU01x14_026610	M-type_MADS
PanWU01x14_053340.1	PanWU01x14_053340	M-type_MADS
PanWU01x14_053460.1	PanWU01x14_053460	M-type_MADS
PanWU01x14_064590.1	PanWU01x14_064590	M-type_MADS
PanWU01x14_082200.1	PanWU01x14_082200	M-type_MADS
PanWU01x14_082210.1	PanWU01x14_082210	M-type_MADS
PanWU01x14_086970.1	PanWU01x14_086970	M-type_MADS
PanWU01x14_094430.1	PanWU01x14_094430	M-type_MADS
PanWU01x14_115070.1	PanWU01x14_115070	M-type_MADS
PanWU01x14_115320.1	PanWU01x14_115320	M-type_MADS
PanWU01x14_115340.1	PanWU01x14_115340	M-type_MADS
PanWU01x14_118260.1	PanWU01x14_118260	M-type_MADS
PanWU01x14_146850.1	PanWU01x14_146850	M-type_MADS
PanWU01x14_158200.1	PanWU01x14_158200	M-type_MADS
PanWU01x14_163680.1	PanWU01x14_163680	M-type_MADS
PanWU01x14_190890.1	PanWU01x14_190890	M-type_MADS
PanWU01x14_190900.1	PanWU01x14_190900	M-type_MADS
PanWU01x14_196220.1	PanWU01x14_196220	M-type_MADS
PanWU01x14_196820.1	PanWU01x14_196820	M-type_MADS
PanWU01x14_222220.1	PanWU01x14_222220	M-type_MADS
PanWU01x14_260010.1	PanWU01x14_260010	M-type_MADS
PanWU01x14_284820.1	PanWU01x14_284820	M-type_MADS
PanWU01x14_287520.1	PanWU01x14_287520	M-type_MADS
PanWU01x14_287530.1	PanWU01x14_287530	M-type_MADS
PanWU01x14_300810.1	PanWU01x14_300810	M-type_MADS
PanWU01x14_300820.1	PanWU01x14_300820	M-type_MADS
PanWU01x14_300840.1	PanWU01x14_300840	M-type_MADS
PanWU01x14_300860.1	PanWU01x14_300860	M-type_MADS
PanWU01x14_300870.1	PanWU01x14_300870	M-type_MADS
PanWU01x14_300880.1	PanWU01x14_300880	M-type_MADS
PanWU01x14_325770.1	PanWU01x14_325770	M-type_MADS
PanWU01x14_334730.1	PanWU01x14_334730	M-type_MADS
PanWU01x14_371490.1	PanWU01x14_371490	M-type_MADS
PanWU01x14_056970.1	PanWU01x14_056970	GRF
PanWU01x14_068280.1	PanWU01x14_068280	GRF
PanWU01x14_115710.1	PanWU01x14_115710	GRF
PanWU01x14_173590.1	PanWU01x14_173590	GRF
PanWU01x14_200790.1	PanWU01x14_200790	GRF
PanWU01x14_278660.1	PanWU01x14_278660	GRF
PanWU01x14_298210.1	PanWU01x14_298210	GRF
PanWU01x14_308900.1	PanWU01x14_308900	GRF
PanWU01x14_338130.1	PanWU01x14_338130	GRF
PanWU01x14_003110.1	PanWU01x14_003110	HB-other
PanWU01x14_040250.1	PanWU01x14_040250	HB-other
PanWU01x14_074070.1	PanWU01x14_074070	HB-other
PanWU01x14_082860.1	PanWU01x14_082860	HB-other
PanWU01x14_175660.1	PanWU01x14_175660	HB-other
PanWU01x14_238570.1	PanWU01x14_238570	HB-other
PanWU01x14_249630.1	PanWU01x14_249630	HB-other
