TF_ID	Family	Gene_ID	Orthogroup	Source	Species
Medtr8g017480.1	MYB_related	Medtr8g017480	None	TFDB	medtr
Medtr8g018410.1	MYB_related	Medtr8g018410	OG0003527	TFDB	medtr
Medtr8g020330.1	MYB_related	Medtr8g020330	OG0008347	TFDB	medtr
Medtr8g024690.1	MYB_related	Medtr8g024690	OG0004675	TFDB	medtr
Medtr8g028655.1	MYB_related	Medtr8g028655	OG0001234	TFDB	medtr
Medtr8g028905.1	MYB_related	Medtr8g028905	OG0004815	TFDB	medtr
Medtr8g069965.1	MYB_related	Medtr8g069965	OG0008672	TFDB	medtr
Medtr8g072990.1	MYB_related	Medtr8g072990	OG0014170	TFDB	medtr
Medtr8g073050.1	MYB_related	Medtr8g073050	OG0014170	TFDB	medtr
Medtr8g077360.1	MYB_related	Medtr8g077360	OG0000197	TFDB	medtr
Medtr8g077380.1	MYB_related	Medtr8g077380	OG0000197	TFDB	medtr
Medtr8g077390.1	MYB_related	Medtr8g077390	OG0000197	TFDB	medtr
Medtr8g091830.1	MYB_related	Medtr8g091830	OG0003018	TFDB	medtr
Medtr8g092810.1	MYB_related	Medtr8g092810	None	TFDB	medtr
Medtr8g101650.1	MYB_related	Medtr8g101650	OG0004432	TFDB	medtr
Medtr8g494240.1	MYB_related	Medtr8g494240	OG0001224	TFDB	medtr
AT3G25730.1	RAV	AT3G25730	OG0002806	TFDB	arath
AT1G68840.1	RAV	AT1G68840	OG0002806	TFDB	arath
AT1G13260.1	RAV	AT1G13260	OG0002806	TFDB	arath
AT1G25560.1	RAV	AT1G25560	OG0002806	TFDB	arath
AT1G50680.1	RAV	AT1G50680	OG0003461	TFDB	arath
AT1G51120.1	RAV	AT1G51120	OG0003461	TFDB	arath
AT1G01010.1	NAC	AT1G01010	None	TFDB	arath
AT1G01260.1	bHLH	AT1G01260	OG0004022	TFDB	arath
AT1G01720.1	NAC	AT1G01720	OG0005571	TFDB	arath
AT1G02065.1	SBP	AT1G02065	OG0005652	TFDB	arath
AT1G02210.1	NAC	AT1G02210	OG0010085	TFDB	arath
AT1G02220.1	NAC	AT1G02220	None	TFDB	arath
AT1G02230.1	NAC	AT1G02230	OG0010085	TFDB	arath
AT1G02250.1	NAC	AT1G02250	OG0010085	TFDB	arath
AT1G02340.1	bHLH	AT1G02340	None	TFDB	arath
AT1G03040.1	bHLH	AT1G03040	OG0004611	TFDB	arath
AT1G03490.1	NAC	AT1G03490	None	TFDB	arath
AT1G03970.1	bZIP	AT1G03970	OG0002877	TFDB	arath
AT1G05710.1	bHLH	AT1G05710	None	TFDB	arath
AT1G05805.1	bHLH	AT1G05805	OG0008313	TFDB	arath
AT1G06070.1	bZIP	AT1G06070	OG0005632	TFDB	arath
AT1G06170.1	bHLH	AT1G06170	OG0004038	TFDB	arath
AT1G06280.1	LBD	AT1G06280	OG0013710	TFDB	arath
AT1G06850.1	bZIP	AT1G06850	None	TFDB	arath
AT1G07520.1	GRAS	AT1G07520	OG0000087	TFDB	arath
AT1G07530.1	GRAS	AT1G07530	OG0000087	TFDB	arath
AT1G07640.1	Dof	AT1G07640	None	TFDB	arath
AT1G07900.1	LBD	AT1G07900	OG0001866	TFDB	arath
AT1G07980.1	NF-YC	AT1G07980	OG0010148	TFDB	arath
AT1G08000.1	GATA	AT1G08000	OG0004663	TFDB	arath
AT1G08010.1	GATA	AT1G08010	OG0004663	TFDB	arath
AT1G08320.1	bZIP	AT1G08320	OG0006648	TFDB	arath
AT1G08465.1	YABBY	AT1G08465	OG0005521	TFDB	arath
AT1G08970.1	NF-YC	AT1G08970	None	TFDB	arath
AT1G09030.1	NF-YB	AT1G09030	OG0000523	TFDB	arath
AT1G09530.1	bHLH	AT1G09530	OG0003466	TFDB	arath
AT1G10120.1	bHLH	AT1G10120	OG0004703	TFDB	arath
AT1G10170.1	NF-X1	AT1G10170	OG0006710	TFDB	arath
AT1G10240.1	FAR1	AT1G10240	OG0000963	TFDB	arath
AT1G10585.1	bHLH	AT1G10585	OG0017144	TFDB	arath
AT1G10586.1	bHLH	AT1G10586	OG0017144	TFDB	arath
AT1G10610.1	bHLH	AT1G10610	OG0001849	TFDB	arath
AT1G11510.1	GeBP	AT1G11510	OG0000521	TFDB	arath
AT1G12260.1	NAC	AT1G12260	OG0001465	TFDB	arath
AT1G12540.1	bHLH	AT1G12540	None	TFDB	arath
AT1G12860.1	bHLH	AT1G12860	OG0006506	TFDB	arath
AT1G13450.1	Trihelix	AT1G13450	OG0008119	TFDB	arath
AT1G13600.1	bZIP	AT1G13600	OG0001230	TFDB	arath
AT1G13960.1	WRKY	AT1G13960	OG0001475	TFDB	arath
AT1G14410.1	Whirly	AT1G14410	OG0002254	TFDB	arath
AT1G14440.1	ZF-HD	AT1G14440	OG0003473	TFDB	arath
AT1G14685.1	BBR-BPC	AT1G14685	None	TFDB	arath
AT1G14687.1	ZF-HD	AT1G14687	OG0005428	TFDB	arath
AT1G14920.1	GRAS	AT1G14920	OG0002012	TFDB	arath
AT1G15790.1	bHLH	AT1G15790	OG0002086	TFDB	arath
AT1G16530.1	LBD	AT1G16530	None	TFDB	arath
AT1G17040.1	STAT	AT1G17040	None	TFDB	arath
AT1G17590.1	NF-YA	AT1G17590	OG0001449	TFDB	arath
AT1G18400.1	bHLH	AT1G18400	OG0002018	TFDB	arath
AT1G18790.1	Nin-like	AT1G18790	OG0003947	TFDB	arath
AT1G18835.1	ZF-HD	AT1G18835	OG0001117	TFDB	arath
AT1G18860.1	WRKY	AT1G18860	None	TFDB	arath
AT1G19040.1	NAC	AT1G19040	None	TFDB	arath
AT1G19350.1	BES1	AT1G19350	None	TFDB	arath
AT1G19490.1	bZIP	AT1G19490	OG0006683	TFDB	arath
AT1G19790.1	SRS	AT1G19790	OG0004590	TFDB	arath
AT1G20640.1	Nin-like	AT1G20640	OG0001118	TFDB	arath
AT1G20980.1	SBP	AT1G20980	OG0006473	TFDB	arath
AT1G21200.1	Trihelix	AT1G21200	OG0006501	TFDB	arath
AT1G21340.1	Dof	AT1G21340	OG0003905	TFDB	arath
AT1G21450.1	GRAS	AT1G21450	OG0004648	TFDB	arath
AT1G21970.1	NF-YB	AT1G21970	OG0003194	TFDB	arath
AT1G22070.1	bZIP	AT1G22070	OG0002534	TFDB	arath
AT1G22490.1	bHLH	AT1G22490	OG0000817	TFDB	arath
AT1G23420.1	YABBY	AT1G23420	OG0005465	TFDB	arath
AT1G25310.1	bHLH	AT1G25310	None	TFDB	arath
AT1G25330.1	bHLH	AT1G25330	OG0002018	TFDB	arath
AT1G25580.1	NAC	AT1G25580	OG0004680	TFDB	arath
AT1G26260.1	bHLH	AT1G26260	OG0004570	TFDB	arath
AT1G26790.1	Dof	AT1G26790	None	TFDB	arath
AT1G26870.1	NAC	AT1G26870	OG0002267	TFDB	arath
AT1G26945.1	bHLH	AT1G26945	OG0000550	TFDB	arath
AT1G27360.1	SBP	AT1G27360	OG0003492	TFDB	arath
AT1G27370.1	SBP	AT1G27370	OG0003492	TFDB	arath
AT1G27660.1	bHLH	AT1G27660	OG0013672	TFDB	arath
AT1G27740.1	bHLH	AT1G27740	OG0000610	TFDB	arath
AT1G28310.1	Dof	AT1G28310	None	TFDB	arath
AT1G28470.1	NAC	AT1G28470	OG0001028	TFDB	arath
AT1G28520.1	VOZ	AT1G28520	OG0007871	TFDB	arath
AT1G29160.1	Dof	AT1G29160	OG0004709	TFDB	arath
AT1G29280.1	WRKY	AT1G29280	OG0005449	TFDB	arath
AT1G29860.1	WRKY	AT1G29860	OG0001616	TFDB	arath
AT1G29950.1	bHLH	AT1G29950	OG0010028	TFDB	arath
AT1G30210.1	TCP	AT1G30210	OG0006664	TFDB	arath
AT1G30500.1	NF-YA	AT1G30500	None	TFDB	arath
AT1G30650.1	WRKY	AT1G30650	OG0004021	TFDB	arath
AT1G30670.1	bHLH	AT1G30670	OG0002871	TFDB	arath
AT1G31050.1	bHLH	AT1G31050	OG0010064	TFDB	arath
AT1G31310.1	Trihelix	AT1G31310	OG0008073	TFDB	arath
AT1G31320.1	LBD	AT1G31320	OG0001848	TFDB	arath
AT1G32150.1	bZIP	AT1G32150	OG0003499	TFDB	arath
AT1G32330.1	HSF	AT1G32330	OG0006594	TFDB	arath
AT1G32510.1	NAC	AT1G32510	OG0010297	TFDB	arath
AT1G32640.1	bHLH	AT1G32640	OG0003201	TFDB	arath
AT1G32730.1	SRS	AT1G32730	OG0006762	TFDB	arath
AT1G32770.1	NAC	AT1G32770	OG0001875	TFDB	arath
AT1G32870.1	NAC	AT1G32870	None	TFDB	arath
AT1G33060.1	NAC	AT1G33060	None	TFDB	arath
AT1G33240.1	Trihelix	AT1G33240	None	TFDB	arath
AT1G33280.1	NAC	AT1G33280	OG0006720	TFDB	arath
AT1G34180.1	NAC	AT1G34180	None	TFDB	arath
AT1G34190.1	NAC	AT1G34190	OG0006589	TFDB	arath
AT1G35460.1	bHLH	AT1G35460	OG0010257	TFDB	arath
AT1G35560.1	TCP	AT1G35560	OG0005394	TFDB	arath
AT1G36000.1	LBD	AT1G36000	OG0012342	TFDB	arath
AT1G42990.1	bZIP	AT1G42990	OG0003199	TFDB	arath
AT1G43700.1	bZIP	AT1G43700	OG0008315	TFDB	arath
AT1G44810.1	GeBP	AT1G44810	OG0000521	TFDB	arath
AT1G45249.1	bZIP	AT1G45249	None	TFDB	arath
AT1G46264.1	HSF	AT1G46264	OG0005532	TFDB	arath
AT1G47655.1	Dof	AT1G47655	OG0004010	TFDB	arath
AT1G47870.1	E2F/DP	AT1G47870	OG0014247	TFDB	arath
AT1G49720.1	bZIP	AT1G49720	None	TFDB	arath
AT1G49770.1	bHLH	AT1G49770	OG0005402	TFDB	arath
AT1G50420.1	GRAS	AT1G50420	OG0003567	TFDB	arath
AT1G50600.1	GRAS	AT1G50600	None	TFDB	arath
AT1G51070.1	bHLH	AT1G51070	None	TFDB	arath
AT1G51140.1	bHLH	AT1G51140	OG0003892	TFDB	arath
AT1G51600.1	GATA	AT1G51600	OG0012337	TFDB	arath
AT1G51700.1	Dof	AT1G51700	OG0004622	TFDB	arath
AT1G52520.1	FAR1	AT1G52520	OG0000050	TFDB	arath
AT1G52880.1	NAC	AT1G52880	None	TFDB	arath
AT1G52890.1	NAC	AT1G52890	OG0003536	TFDB	arath
AT1G53160.1	SBP	AT1G53160	None	TFDB	arath
AT1G53230.1	TCP	AT1G53230	OG0001459	TFDB	arath
AT1G54060.1	Trihelix	AT1G54060	OG0000646	TFDB	arath
AT1G54160.1	NF-YA	AT1G54160	OG0001449	TFDB	arath
AT1G54330.1	NAC	AT1G54330	OG0010016	TFDB	arath
AT1G54830.1	NF-YC	AT1G54830	None	TFDB	arath
AT1G55580.1	GRAS	AT1G55580	OG0012267	TFDB	arath
AT1G55600.1	WRKY	AT1G55600	None	TFDB	arath
AT1G55950.1	GeBP	AT1G55950	OG0000521	TFDB	arath
AT1G56010.1	NAC	AT1G56010	None	TFDB	arath
AT1G56170.1	NF-YC	AT1G56170	OG0010008	TFDB	arath
AT1G58100.1	TCP	AT1G58100	OG0005394	TFDB	arath
AT1G58110.1	bZIP	AT1G58110	OG0003551	TFDB	arath
AT1G59530.1	bZIP	AT1G59530	OG0008017	TFDB	arath
AT1G59640.1	bHLH	AT1G59640	None	TFDB	arath
AT1G60240.1	NAC	AT1G60240	None	TFDB	arath
AT1G60280.1	NAC	AT1G60280	None	TFDB	arath
AT1G60300.1	NAC	AT1G60300	None	TFDB	arath
AT1G60340.1	NAC	AT1G60340	None	TFDB	arath
AT1G60350.1	NAC	AT1G60350	None	TFDB	arath
AT1G60380.1	NAC	AT1G60380	None	TFDB	arath
AT1G61110.1	NAC	AT1G61110	OG0001469	TFDB	arath
AT1G61660.1	bHLH	AT1G61660	OG0001226	TFDB	arath
AT1G61730.1	GeBP	AT1G61730	OG0000521	TFDB	arath
AT1G62300.1	WRKY	AT1G62300	OG0001343	TFDB	arath
AT1G62700.1	NAC	AT1G62700	OG0001465	TFDB	arath
AT1G62975.1	bHLH	AT1G62975	None	TFDB	arath
AT1G63100.1	GRAS	AT1G63100	OG0008317	TFDB	arath
AT1G63650.1	bHLH	AT1G63650	OG0002262	TFDB	arath
AT1G64000.1	WRKY	AT1G64000	None	TFDB	arath
AT1G64105.1	NAC	AT1G64105	None	TFDB	arath
AT1G64530.1	Nin-like	AT1G64530	OG0003163	TFDB	arath
AT1G64620.1	Dof	AT1G64620	None	TFDB	arath
AT1G65620.1	LBD	AT1G65620	OG0005374	TFDB	arath
AT1G65910.1	NAC	AT1G65910	OG0004554	TFDB	arath
AT1G66350.1	GRAS	AT1G66350	OG0002012	TFDB	arath
AT1G66420.1	GeBP	AT1G66420	OG0000521	TFDB	arath
AT1G66470.1	bHLH	AT1G66470	OG0003562	TFDB	arath
AT1G66550.1	WRKY	AT1G66550	OG0014267	TFDB	arath
AT1G66560.1	WRKY	AT1G66560	OG0014267	TFDB	arath
AT1G66600.1	WRKY	AT1G66600	OG0014267	TFDB	arath
AT1G67100.1	LBD	AT1G67100	None	TFDB	arath
AT1G67260.1	TCP	AT1G67260	OG0003953	TFDB	arath
AT1G67310.1	CAMTA	AT1G67310	OG0005479	TFDB	arath
AT1G67970.1	HSF	AT1G67970	OG0010326	TFDB	arath
AT1G68120.1	BBR-BPC	AT1G68120	None	TFDB	arath
AT1G68150.1	WRKY	AT1G68150	OG0010256	TFDB	arath
AT1G68240.1	bHLH	AT1G68240	None	TFDB	arath
AT1G68510.1	LBD	AT1G68510	OG0001346	TFDB	arath
AT1G68640.1	bZIP	AT1G68640	OG0012439	TFDB	arath
AT1G68800.1	TCP	AT1G68800	OG0013630	TFDB	arath
AT1G68810.1	bHLH	AT1G68810	OG0005411	TFDB	arath
AT1G68880.1	bZIP	AT1G68880	None	TFDB	arath
AT1G68920.1	bHLH	AT1G68920	OG0004570	TFDB	arath
AT1G69010.1	bHLH	AT1G69010	OG0007933	TFDB	arath
AT1G69170.1	SBP	AT1G69170	OG0001803	TFDB	arath
AT1G69180.1	YABBY	AT1G69180	OG0012229	TFDB	arath
AT1G69310.1	WRKY	AT1G69310	OG0008168	TFDB	arath
AT1G69490.1	NAC	AT1G69490	OG0005509	TFDB	arath
AT1G69570.1	Dof	AT1G69570	None	TFDB	arath
AT1G69600.1	ZF-HD	AT1G69600	OG0005516	TFDB	arath
AT1G69690.1	TCP	AT1G69690	OG0001854	TFDB	arath
AT1G69810.1	WRKY	AT1G69810	None	TFDB	arath
AT1G71200.1	bHLH	AT1G71200	OG0014767	TFDB	arath
AT1G71260.1	Whirly	AT1G71260	OG0002254	TFDB	arath
AT1G71930.1	NAC	AT1G71930	OG0009959	TFDB	arath
AT1G72010.1	TCP	AT1G72010	OG0005394	TFDB	arath
AT1G72210.1	bHLH	AT1G72210	OG0000817	TFDB	arath
AT1G72830.1	NF-YA	AT1G72830	None	TFDB	arath
AT1G72980.1	LBD	AT1G72980	OG0004009	TFDB	arath
AT1G73730.1	EIL	AT1G73730	OG0008058	TFDB	arath
AT1G73830.1	bHLH	AT1G73830	OG0002018	TFDB	arath
AT1G74480.1	Nin-like	AT1G74480	OG0003947	TFDB	arath
AT1G74500.1	bHLH	AT1G74500	OG0000550	TFDB	arath
AT1G74660.1	ZF-HD	AT1G74660	OG0001117	TFDB	arath
AT1G75080.1	BES1	AT1G75080	OG0004541	TFDB	arath
AT1G75240.1	ZF-HD	AT1G75240	OG0002011	TFDB	arath
AT1G75390.1	bZIP	AT1G75390	OG0000578	TFDB	arath
AT1G75520.1	SRS	AT1G75520	OG0004590	TFDB	arath
AT1G76320.1	FAR1	AT1G76320	OG0000050	TFDB	arath
AT1G76350.1	Nin-like	AT1G76350	OG0001118	TFDB	arath
AT1G76420.1	NAC	AT1G76420	OG0008265	TFDB	arath
AT1G76580.1	SBP	AT1G76580	OG0006473	TFDB	arath
AT1G76870.1	Trihelix	AT1G76870	None	TFDB	arath
AT1G76880.1	Trihelix	AT1G76880	OG0000525	TFDB	arath
AT1G77450.1	NAC	AT1G77450	OG0012225	TFDB	arath
AT1G77570.1	HSF	AT1G77570	None	TFDB	arath
AT1G77920.1	bZIP	AT1G77920	OG0002534	TFDB	arath
AT1G78540.1	STAT	AT1G78540	None	TFDB	arath
AT1G78700.1	BES1	AT1G78700	OG0003178	TFDB	arath
AT1G79580.1	NAC	AT1G79580	OG0009898	TFDB	arath
AT1G80010.1	FAR1	AT1G80010	OG0000050	TFDB	arath
AT1G80590.1	WRKY	AT1G80590	OG0014267	TFDB	arath
AT1G80840.1	WRKY	AT1G80840	OG0000953	TFDB	arath
AT2G01370.1	GeBP	AT2G01370	OG0000521	TFDB	arath
AT2G01570.1	GRAS	AT2G01570	OG0002012	TFDB	arath
AT2G01930.1	BBR-BPC	AT2G01930	OG0002029	TFDB	arath
AT2G02450.1	NAC	AT2G02450	None	TFDB	arath
AT2G02540.1	ZF-HD	AT2G02540	OG0003473	TFDB	arath
AT2G02740.1	Whirly	AT2G02740	OG0002254	TFDB	arath
AT2G03340.1	WRKY	AT2G03340	OG0001475	TFDB	arath
AT2G04038.1	bZIP	AT2G04038	OG0001230	TFDB	arath
AT2G04880.1	WRKY	AT2G04880	OG0006925	TFDB	arath
AT2G04890.1	GRAS	AT2G04890	None	TFDB	arath
AT2G12900.1	bZIP	AT2G12900	None	TFDB	arath
AT2G12940.1	bZIP	AT2G12940	None	TFDB	arath
AT2G13150.1	bZIP	AT2G13150	None	TFDB	arath
AT2G13570.1	NF-YB	AT2G13570	OG0008485	TFDB	arath
AT2G14760.1	bHLH	AT2G14760	None	TFDB	arath
AT2G16770.1	bZIP	AT2G16770	OG0006883	TFDB	arath
AT2G16910.1	bHLH	AT2G16910	OG0001849	TFDB	arath
AT2G17040.1	NAC	AT2G17040	OG0008593	TFDB	arath
AT2G17150.1	Nin-like	AT2G17150	OG0001118	TFDB	arath
AT2G17770.1	bZIP	AT2G17770	None	TFDB	arath
AT2G18060.1	NAC	AT2G18060	OG0004118	TFDB	arath
AT2G18120.1	SRS	AT2G18120	OG0004795	TFDB	arath
AT2G18160.1	bZIP	AT2G18160	OG0000578	TFDB	arath
AT2G18300.1	bHLH	AT2G18300	None	TFDB	arath
AT2G18350.1	ZF-HD	AT2G18350	OG0002011	TFDB	arath
AT2G18380.1	GATA	AT2G18380	OG0003592	TFDB	arath
AT2G19510.1	LBD	AT2G19510	OG0012342	TFDB	arath
AT2G19820.1	LBD	AT2G19820	OG0012342	TFDB	arath
AT2G20110.1	CPP	AT2G20110	None	TFDB	arath
AT2G20180.1	bHLH	AT2G20180	None	TFDB	arath
AT2G20613.1	GeBP	AT2G20613	OG0000521	TFDB	arath
AT2G21230.1	bZIP	AT2G21230	None	TFDB	arath
AT2G21240.1	BBR-BPC	AT2G21240	OG0006922	TFDB	arath
AT2G21400.1	SRS	AT2G21400	OG0004795	TFDB	arath
AT2G21900.1	WRKY	AT2G21900	None	TFDB	arath
AT2G22300.1	CAMTA	AT2G22300	OG0008603	TFDB	arath
AT2G22750.1	bHLH	AT2G22750	None	TFDB	arath
AT2G22760.1	bHLH	AT2G22760	OG0000482	TFDB	arath
AT2G22770.1	bHLH	AT2G22770	OG0000482	TFDB	arath
AT2G22850.1	bZIP	AT2G22850	None	TFDB	arath
AT2G23320.1	WRKY	AT2G23320	OG0002370	TFDB	arath
AT2G23660.1	LBD	AT2G23660	None	TFDB	arath
AT2G24260.1	bHLH	AT2G24260	OG0004159	TFDB	arath
AT2G24430.1	NAC	AT2G24430	OG0005795	TFDB	arath
AT2G24570.1	WRKY	AT2G24570	OG0001379	TFDB	arath
AT2G25000.1	WRKY	AT2G25000	OG0000953	TFDB	arath
AT2G25650.1	GeBP	AT2G25650	OG0000521	TFDB	arath
AT2G26150.1	HSF	AT2G26150	OG0006858	TFDB	arath
AT2G26580.1	YABBY	AT2G26580	OG0008464	TFDB	arath
AT2G27050.1	EIL	AT2G27050	OG0001682	TFDB	arath
AT2G27110.1	FAR1	AT2G27110	OG0000050	TFDB	arath
AT2G27300.1	NAC	AT2G27300	OG0005826	TFDB	arath
AT2G27470.1	NF-YB	AT2G27470	OG0010614	TFDB	arath
AT2G28160.1	bHLH	AT2G28160	OG0004103	TFDB	arath
AT2G28340.1	GATA	AT2G28340	OG0004663	TFDB	arath
AT2G28500.1	LBD	AT2G28500	OG0001866	TFDB	arath
AT2G28510.1	Dof	AT2G28510	OG0004188	TFDB	arath
AT2G28810.1	Dof	AT2G28810	OG0017154	TFDB	arath
AT2G29060.1	GRAS	AT2G29060	OG0000087	TFDB	arath
AT2G29065.1	GRAS	AT2G29065	OG0000087	TFDB	arath
AT2G30130.1	LBD	AT2G30130	OG0001512	TFDB	arath
AT2G30250.1	WRKY	AT2G30250	OG0001375	TFDB	arath
AT2G30340.1	LBD	AT2G30340	None	TFDB	arath
AT2G30590.1	WRKY	AT2G30590	OG0003604	TFDB	arath
AT2G31070.1	TCP	AT2G31070	None	TFDB	arath
AT2G31210.1	bHLH	AT2G31210	OG0004038	TFDB	arath
AT2G31215.1	bHLH	AT2G31215	None	TFDB	arath
AT2G31220.1	bHLH	AT2G31220	OG0004038	TFDB	arath
AT2G31280.1	bHLH	AT2G31280	None	TFDB	arath
AT2G31310.1	LBD	AT2G31310	None	TFDB	arath
AT2G31370.1	bZIP	AT2G31370	None	TFDB	arath
AT2G31730.1	bHLH	AT2G31730	OG0005648	TFDB	arath
AT2G32250.1	FAR1	AT2G32250	OG0000050	TFDB	arath
AT2G33480.1	NAC	AT2G33480	None	TFDB	arath
AT2G33550.1	Trihelix	AT2G33550	OG0004155	TFDB	arath
AT2G33810.1	SBP	AT2G33810	OG0000676	TFDB	arath
AT2G34140.1	Dof	AT2G34140	OG0004709	TFDB	arath
AT2G34720.1	NF-YA	AT2G34720	OG0004071	TFDB	arath
AT2G34820.1	bHLH	AT2G34820	OG0002871	TFDB	arath
AT2G34830.1	WRKY	AT2G34830	OG0004021	TFDB	arath
AT2G35530.1	bZIP	AT2G35530	OG0003499	TFDB	arath
AT2G35550.1	BBR-BPC	AT2G35550	OG0015938	TFDB	arath
AT2G35640.1	Trihelix	AT2G35640	OG0008073	TFDB	arath
AT2G36010.1	E2F/DP	AT2G36010	None	TFDB	arath
AT2G36270.1	bZIP	AT2G36270	OG0008601	TFDB	arath
AT2G36340.1	GeBP	AT2G36340	OG0000521	TFDB	arath
AT2G37000.1	TCP	AT2G37000	OG0008596	TFDB	arath
AT2G37060.1	NF-YB	AT2G37060	OG0002363	TFDB	arath
AT2G37120.1	S1Fa-like	AT2G37120	OG0003234	TFDB	arath
AT2G37260.1	WRKY	AT2G37260	OG0006906	TFDB	arath
AT2G37590.1	Dof	AT2G37590	OG0000695	TFDB	arath
AT2G37650.1	GRAS	AT2G37650	OG0000087	TFDB	arath
AT2G38250.1	Trihelix	AT2G38250	OG0004080	TFDB	arath
AT2G38470.1	WRKY	AT2G38470	OG0001375	TFDB	arath
AT2G38880.1	NF-YB	AT2G38880	None	TFDB	arath
AT2G40200.1	bHLH	AT2G40200	OG0005727	TFDB	arath
AT2G40470.1	LBD	AT2G40470	OG0004111	TFDB	arath
AT2G40620.1	bZIP	AT2G40620	OG0002118	TFDB	arath
AT2G40740.1	WRKY	AT2G40740	OG0006913	TFDB	arath
AT2G40750.1	WRKY	AT2G40750	OG0003614	TFDB	arath
AT2G40950.1	bZIP	AT2G40950	OG0006843	TFDB	arath
AT2G41070.1	bZIP	AT2G41070	OG0001354	TFDB	arath
AT2G41130.1	bHLH	AT2G41130	OG0005681	TFDB	arath
AT2G41240.1	bHLH	AT2G41240	OG0001683	TFDB	arath
AT2G41690.1	HSF	AT2G41690	OG0008497	TFDB	arath
AT2G42200.1	SBP	AT2G42200	OG0004089	TFDB	arath
AT2G42280.1	bHLH	AT2G42280	OG0004763	TFDB	arath
AT2G42300.1	bHLH	AT2G42300	OG0004139	TFDB	arath
AT2G42380.1	bZIP	AT2G42380	None	TFDB	arath
AT2G42400.1	VOZ	AT2G42400	None	TFDB	arath
AT2G42430.1	LBD	AT2G42430	OG0004092	TFDB	arath
AT2G42440.1	LBD	AT2G42440	OG0003223	TFDB	arath
AT2G43000.1	NAC	AT2G43000	OG0001060	TFDB	arath
AT2G43010.1	bHLH	AT2G43010	OG0004869	TFDB	arath
AT2G43140.1	bHLH	AT2G43140	None	TFDB	arath
AT2G43280.1	FAR1	AT2G43280	OG0006818	TFDB	arath
AT2G43500.1	Nin-like	AT2G43500	OG0003633	TFDB	arath
AT2G44730.1	Trihelix	AT2G44730	OG0004104	TFDB	arath
AT2G44745.1	WRKY	AT2G44745	OG0006872	TFDB	arath
AT2G45050.1	GATA	AT2G45050	OG0010551	TFDB	arath
AT2G45160.1	GRAS	AT2G45160	None	TFDB	arath
AT2G45190.1	YABBY	AT2G45190	OG0002917	TFDB	arath
AT2G45410.1	LBD	AT2G45410	OG0005721	TFDB	arath
AT2G45420.1	LBD	AT2G45420	OG0004797	TFDB	arath
AT2G45680.1	TCP	AT2G45680	OG0001251	TFDB	arath
AT2G45880.1	BES1	AT2G45880	OG0010570	TFDB	arath
AT2G46130.1	WRKY	AT2G46130	OG0006908	TFDB	arath
AT2G46270.1	bZIP	AT2G46270	OG0004799	TFDB	arath
AT2G46400.1	WRKY	AT2G46400	OG0000584	TFDB	arath
AT2G46510.1	bHLH	AT2G46510	OG0004022	TFDB	arath
AT2G46590.1	Dof	AT2G46590	None	TFDB	arath
AT2G46770.1	NAC	AT2G46770	OG0001875	TFDB	arath
AT2G46810.1	bHLH	AT2G46810	OG0005817	TFDB	arath
AT2G46970.1	bHLH	AT2G46970	OG0013736	TFDB	arath
AT2G47070.1	SBP	AT2G47070	OG0001892	TFDB	arath
AT2G47260.1	WRKY	AT2G47260	OG0002355	TFDB	arath
AT2G47810.1	NF-YB	AT2G47810	OG0000523	TFDB	arath
AT3G01080.1	WRKY	AT3G01080	None	TFDB	arath
AT3G01330.1	E2F/DP	AT3G01330	OG0003317	TFDB	arath
AT3G01600.1	NAC	AT3G01600	OG0006003	TFDB	arath
AT3G01970.1	WRKY	AT3G01970	OG0002144	TFDB	arath
AT3G02150.1	TCP	AT3G02150	None	TFDB	arath
AT3G02550.1	LBD	AT3G02550	OG0001346	TFDB	arath
AT3G02990.1	HSF	AT3G02990	OG0010730	TFDB	arath
AT3G03200.1	NAC	AT3G03200	None	TFDB	arath
AT3G03450.1	GRAS	AT3G03450	OG0002012	TFDB	arath
AT3G03760.1	LBD	AT3G03760	OG0007102	TFDB	arath
AT3G04060.1	NAC	AT3G04060	OG0004252	TFDB	arath
AT3G04070.1	NAC	AT3G04070	OG0007068	TFDB	arath
AT3G04410.1	NAC	AT3G04410	None	TFDB	arath
AT3G04420.1	NAC	AT3G04420	None	TFDB	arath
AT3G04430.1	NAC	AT3G04430	None	TFDB	arath
AT3G04670.1	WRKY	AT3G04670	OG0003604	TFDB	arath
AT3G04850.1	CPP	AT3G04850	None	TFDB	arath
AT3G04930.1	GeBP	AT3G04930	OG0003693	TFDB	arath
AT3G05690.1	NF-YA	AT3G05690	OG0003683	TFDB	arath
AT3G06120.1	bHLH	AT3G06120	OG0010733	TFDB	arath
AT3G06250.1	FAR1	AT3G06250	OG0000050	TFDB	arath
AT3G06590.1	bHLH	AT3G06590	OG0001105	TFDB	arath
AT3G06740.1	GATA	AT3G06740	OG0004291	TFDB	arath
AT3G07340.1	bHLH	AT3G07340	OG0001932	TFDB	arath
AT3G07500.1	FAR1	AT3G07500	OG0014329	TFDB	arath
AT3G09735.1	S1Fa-like	AT3G09735	OG0003234	TFDB	arath
AT3G10000.1	Trihelix	AT3G10000	OG0002399	TFDB	arath
AT3G10030.1	Trihelix	AT3G10030	OG0011012	TFDB	arath
